,title,artist,peakPos,lastPos,weeks,isNew,rank,date,year
5681,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",34,84,20,False,82,2019-11-02,2019
5682,Kinfolks,Sam Hunt,64,64,2,False,83,2019-11-02,2019
5683,Lalala,Y2K & bbno$,55,80,17,False,84,2019-11-02,2019
5684,Higher Love,Kygo X Whitney Houston,63,87,7,False,85,2019-11-02,2019
5685,In Control,YoungBoy Never Broke Again,73,73,2,False,86,2019-11-02,2019
5686,Heartache Medication,Jon Pardi,84,93,4,False,87,2019-11-02,2019
5687,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,58,91,4,False,88,2019-11-02,2019
5688,Callaita,Bad Bunny & Tainy,52,86,20,False,89,2019-11-02,2019
5689,Nice To Meet Ya,Niall Horan,83,0,2,False,90,2019-11-02,2019
5690,Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",13,81,6,False,91,2019-11-02,2019
5691,Carter Son,YoungBoy Never Broke Again,62,62,2,False,92,2019-11-02,2019
5692,La Cancion,J Balvin & Bad Bunny,93,95,3,False,93,2019-11-02,2019
5693,What If I Never Get Over You,Lady Antebellum,86,92,9,False,94,2019-11-02,2019
5694,I'll Kill You,Summer Walker Featuring Jhene Aiko,61,89,3,False,95,2019-11-02,2019
5695,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,28,85,4,False,96,2019-11-02,2019
5696,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",97,0,1,True,97,2019-11-02,2019
5697,DHL,Frank Ocean,98,0,1,True,98,2019-11-02,2019
5698,Boyfriend,Ariana Grande & Social House,8,78,12,False,99,2019-11-02,2019
5699,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,19,94,15,False,100,2019-11-02,2019
5700,Truth Hurts,Lizzo,1,2,24,False,1,2019-10-26,2019
5701,Senorita,Shawn Mendes & Camila Cabello,1,3,17,False,2,2019-10-26,2019
5702,Someone You Loved,Lewis Capaldi,3,5,23,False,3,2019-10-26,2019
5703,Circles,Post Malone,4,6,7,False,4,2019-10-26,2019
5704,No Guidance,Chris Brown Featuring Drake,5,7,19,False,5,2019-10-26,2019
5705,HIGHEST IN THE ROOM,Travis Scott,1,1,2,False,6,2019-10-26,2019
5706,Ran$om,Lil Tecca,4,8,20,False,7,2019-10-26,2019
5707,Bad Guy,Billie Eilish,1,9,29,False,8,2019-10-26,2019
5708,Panini,Lil Nas X,5,10,17,False,9,2019-10-26,2019
5709,Bandit,Juice WRLD & YoungBoy Never Broke Again,10,11,2,False,10,2019-10-26,2019
5710,"10,000 Hours",Dan + Shay & Justin Bieber,4,4,2,False,11,2019-10-26,2019
5711,Memories,Maroon 5,12,20,4,False,12,2019-10-26,2019
5712,Goodbyes,Post Malone Featuring Young Thug,3,12,15,False,13,2019-10-26,2019
5713,Beautiful People,Ed Sheeran Featuring Khalid,14,15,16,False,14,2019-10-26,2019
5714,I Don't Care,Ed Sheeran & Justin Bieber,2,13,23,False,15,2019-10-26,2019
5715,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,14,33,False,16,2019-10-26,2019
5716,Lights Up,Harry Styles,17,0,1,True,17,2019-10-26,2019
5717,Talk,Khalid,3,17,36,False,18,2019-10-26,2019
5718,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1,18,52,False,19,2019-10-26,2019
5719,Good As Hell,Lizzo,20,24,8,False,20,2019-10-26,2019
5720,Trampoline,SHAED,18,22,20,False,21,2019-10-26,2019
5721,On Chill,Wale Featuring Jeremih,22,27,10,False,22,2019-10-26,2019
5722,Sucker,Jonas Brothers,1,19,33,False,23,2019-10-26,2019
5723,Only Human,Jonas Brothers,22,23,18,False,24,2019-10-26,2019
5724,Money In The Grave,Drake Featuring Rick Ross,7,21,18,False,25,2019-10-26,2019
5725,Playing Games,Summer Walker,16,16,7,False,26,2019-10-26,2019
5726,Suge,DaBaby,7,25,29,False,27,2019-10-26,2019
5727,How Do You Sleep?,Sam Smith,24,26,13,False,28,2019-10-26,2019
5728,Baby,Lil Baby & DaBaby,21,29,13,False,29,2019-10-26,2019
5729,Ballin',Mustard & Roddy Ricch,30,30,13,False,30,2019-10-26,2019
5730,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,31,10,False,31,2019-10-26,2019
5731,Hot,Young Thug Featuring Gunna,26,38,9,False,32,2019-10-26,2019
5732,You Need To Calm Down,Taylor Swift,2,28,18,False,33,2019-10-26,2019
5733,Dancing With A Stranger,Sam Smith & Normani,7,33,40,False,34,2019-10-26,2019
5734,My Type,Saweetie,21,35,16,False,35,2019-10-26,2019
5735,Prayed For You,Matt Stell,36,36,11,False,36,2019-10-26,2019
5736,Lover,Taylor Swift,10,34,9,False,37,2019-10-26,2019
5737,One Thing Right,Marshmello & Kane Brown,38,43,17,False,38,2019-10-26,2019
5738,Even Though I'm Leaving,Luke Combs,39,49,7,False,39,2019-10-26,2019
5739,Camelot,NLE Choppa,37,40,5,False,40,2019-10-26,2019
5740,Heat,Chris Brown Featuring Gunna,41,47,7,False,41,2019-10-26,2019
5741,223's,YNW Melly & 9lokknine,34,37,6,False,42,2019-10-26,2019
5742,Graveyard,Halsey,43,44,5,False,43,2019-10-26,2019
5743,Lonely Child,YoungBoy Never Broke Again,44,0,1,True,44,2019-10-26,2019
5744,One Man Band,Old Dominion,45,54,8,False,45,2019-10-26,2019
5745,Time,NF,46,52,13,False,46,2019-10-26,2019
5746,Wow.,Post Malone,2,39,43,False,47,2019-10-26,2019
5747,Good Vibes,Chris Janson,48,56,7,False,48,2019-10-26,2019
5748,The Git Up,Blanco Brown,14,45,19,False,49,2019-10-26,2019
5749,Self Control,YoungBoy Never Broke Again,50,98,6,False,50,2019-10-26,2019
5750,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,8,50,6,False,51,2019-10-26,2019
5751,I Don't Know About You,Chris Lane,39,51,15,False,52,2019-10-26,2019
5752,Liar,Camila Cabello,53,58,6,False,53,2019-10-26,2019
5753,BOP,DaBaby,19,41,3,False,54,2019-10-26,2019
5754,INTRO,DaBaby,13,32,4,False,55,2019-10-26,2019
5755,F.N,Lil Tjay,56,84,10,False,56,2019-10-26,2019
5756,Make No Sense,YoungBoy Never Broke Again,57,0,1,True,57,2019-10-26,2019
5757,VIBEZ,DaBaby,21,46,3,False,58,2019-10-26,2019
5758,Cash Shit,Megan Thee Stallion Featuring DaBaby,36,55,17,False,59,2019-10-26,2019
5759,Love You Too Late,Cole Swindell,60,63,11,False,60,2019-10-26,2019
5760,Hot Girl Bummer,blackbear,61,66,5,False,61,2019-10-26,2019
5761,Carter Son,YoungBoy Never Broke Again,62,0,1,True,62,2019-10-26,2019
5762,Enemies,Post Malone Featuring DaBaby,16,62,6,False,63,2019-10-26,2019
5763,Kinfolks,Sam Hunt,64,0,1,True,64,2019-10-26,2019
5764,Every Little Thing,Russell Dickerson,65,69,7,False,65,2019-10-26,2019
5765,Hot Now,YoungBoy Never Broke Again,66,0,1,True,66,2019-10-26,2019
5766,The Bones,Maren Morris,53,53,4,False,67,2019-10-26,2019
5767,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,64,64,10,False,68,2019-10-26,2019
5768,Living,Dierks Bentley,51,60,12,False,69,2019-10-26,2019
5769,All Dat,Moneybagg Yo X Megan Thee Stallion,70,0,1,True,70,2019-10-26,2019
5770,Motivation,Normani,33,65,9,False,71,2019-10-26,2019
5771,Baby Sitter,DaBaby Featuring Offset,71,71,10,False,72,2019-10-26,2019
5772,In Control,YoungBoy Never Broke Again,73,0,1,True,73,2019-10-26,2019
5773,Come Thru,Summer Walker & Usher,42,42,2,False,74,2019-10-26,2019
5774,Dance Monkey,Tones And I,75,96,2,False,75,2019-10-26,2019
5775,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",43,70,13,False,76,2019-10-26,2019
5776,Tip Of My Tongue,Kenny Chesney,76,77,14,False,77,2019-10-26,2019
5777,Boyfriend,Ariana Grande & Social House,8,59,11,False,78,2019-10-26,2019
5778,Time I'm On,YoungBoy Never Broke Again,79,0,1,True,79,2019-10-26,2019
5779,Lalala,Y2K & bbno$,55,72,16,False,80,2019-10-26,2019
5780,Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",13,75,5,False,81,2019-10-26,2019
5781,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",82,91,2,False,82,2019-10-26,2019
5782,Remember You Young,Thomas Rhett,82,82,5,False,83,2019-10-26,2019
5783,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",34,78,19,False,84,2019-10-26,2019
5784,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,28,67,3,False,85,2019-10-26,2019
5785,Callaita,Bad Bunny & Tainy,52,87,19,False,86,2019-10-26,2019
5786,Higher Love,Kygo X Whitney Houston,63,85,6,False,87,2019-10-26,2019
5787,Saint-Tropez,Post Malone,18,76,6,False,88,2019-10-26,2019
5788,I'll Kill You,Summer Walker Featuring Jhene Aiko,61,61,2,False,89,2019-10-26,2019
5789,Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",56,74,3,False,90,2019-10-26,2019
5790,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,58,0,3,False,91,2019-10-26,2019
5791,What If I Never Get Over You,Lady Antebellum,86,0,8,False,92,2019-10-26,2019
5792,Heartache Medication,Jon Pardi,84,95,3,False,93,2019-10-26,2019
5793,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,19,86,14,False,94,2019-10-26,2019
5794,La Cancion,J Balvin & Bad Bunny,95,0,2,False,95,2019-10-26,2019
5795,Hollywood's Bleeding,Post Malone,15,81,6,False,96,2019-10-26,2019
5796,We Were,Keith Urban,80,0,7,False,97,2019-10-26,2019
5797,Slow Dancing In The Dark,Joji,96,100,3,False,98,2019-10-26,2019
5798,Bad Bad Bad,Young Thug Featuring Lil Baby,32,89,9,False,99,2019-10-26,2019
5799,Rich As Hell,YoungBoy Never Broke Again,100,0,1,True,100,2019-10-26,2019
5800,HIGHEST IN THE ROOM,Travis Scott,1,0,1,True,1,2019-10-19,2019
5801,Truth Hurts,Lizzo,1,1,23,False,2,2019-10-19,2019
5802,Senorita,Shawn Mendes & Camila Cabello,1,2,16,False,3,2019-10-19,2019
5803,"10,000 Hours",Dan + Shay & Justin Bieber,4,0,1,True,4,2019-10-19,2019
5804,Someone You Loved,Lewis Capaldi,3,3,22,False,5,2019-10-19,2019
5805,Circles,Post Malone,4,7,6,False,6,2019-10-19,2019
5806,No Guidance,Chris Brown Featuring Drake,5,5,18,False,7,2019-10-19,2019
5807,Ran$om,Lil Tecca,4,4,19,False,8,2019-10-19,2019
5808,Bad Guy,Billie Eilish,1,6,28,False,9,2019-10-19,2019
5809,Panini,Lil Nas X,5,8,16,False,10,2019-10-19,2019
5810,Bandit,Juice WRLD & YoungBoy Never Broke Again,11,0,1,True,11,2019-10-19,2019
5811,Goodbyes,Post Malone Featuring Young Thug,3,9,14,False,12,2019-10-19,2019
5812,I Don't Care,Ed Sheeran & Justin Bieber,2,11,22,False,13,2019-10-19,2019
5813,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,10,32,False,14,2019-10-19,2019
5814,Beautiful People,Ed Sheeran Featuring Khalid,14,14,15,False,15,2019-10-19,2019
5815,Playing Games,Summer Walker,16,75,6,False,16,2019-10-19,2019
5816,Talk,Khalid,3,12,35,False,17,2019-10-19,2019
5817,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1,15,51,False,18,2019-10-19,2019
5818,Sucker,Jonas Brothers,1,16,32,False,19,2019-10-19,2019
5819,Memories,Maroon 5,20,29,3,False,20,2019-10-19,2019
5820,Money In The Grave,Drake Featuring Rick Ross,7,17,17,False,21,2019-10-19,2019
5821,Trampoline,SHAED,18,18,19,False,22,2019-10-19,2019
5822,Only Human,Jonas Brothers,22,22,17,False,23,2019-10-19,2019
5823,Good As Hell,Lizzo,24,30,7,False,24,2019-10-19,2019
5824,Suge,DaBaby,7,20,28,False,25,2019-10-19,2019
5825,How Do You Sleep?,Sam Smith,24,24,12,False,26,2019-10-19,2019
5826,On Chill,Wale Featuring Jeremih,23,23,9,False,27,2019-10-19,2019
5827,You Need To Calm Down,Taylor Swift,2,27,17,False,28,2019-10-19,2019
5828,Baby,Lil Baby & DaBaby,21,26,12,False,29,2019-10-19,2019
5829,Ballin',Mustard & Roddy Ricch,30,53,12,False,30,2019-10-19,2019
5830,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,25,9,False,31,2019-10-19,2019
5831,INTRO,DaBaby,13,13,3,False,32,2019-10-19,2019
5832,Dancing With A Stranger,Sam Smith & Normani,7,31,39,False,33,2019-10-19,2019
5833,Lover,Taylor Swift,10,45,8,False,34,2019-10-19,2019
5834,My Type,Saweetie,21,32,15,False,35,2019-10-19,2019
5835,Prayed For You,Matt Stell,36,46,10,False,36,2019-10-19,2019
5836,223's,YNW Melly & 9lokknine,34,34,5,False,37,2019-10-19,2019
5837,Hot,Young Thug Featuring Gunna,26,37,8,False,38,2019-10-19,2019
5838,Wow.,Post Malone,2,35,42,False,39,2019-10-19,2019
5839,Camelot,NLE Choppa,37,42,4,False,40,2019-10-19,2019
5840,BOP,DaBaby,19,19,2,False,41,2019-10-19,2019
5841,Come Thru,Summer Walker & Usher,42,0,1,True,42,2019-10-19,2019
5842,One Thing Right,Marshmello & Kane Brown,38,38,16,False,43,2019-10-19,2019
5843,Graveyard,Halsey,44,60,4,False,44,2019-10-19,2019
5844,The Git Up,Blanco Brown,14,39,18,False,45,2019-10-19,2019
5845,VIBEZ,DaBaby,21,21,2,False,46,2019-10-19,2019
5846,Heat,Chris Brown Featuring Gunna,47,57,6,False,47,2019-10-19,2019
5847,If I Can't Have You,Shawn Mendes,2,41,23,False,48,2019-10-19,2019
5848,Even Though I'm Leaving,Luke Combs,49,58,6,False,49,2019-10-19,2019
5849,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,8,40,5,False,50,2019-10-19,2019
5850,I Don't Know About You,Chris Lane,39,48,14,False,51,2019-10-19,2019
5851,Time,NF,49,54,12,False,52,2019-10-19,2019
5852,The Bones,Maren Morris,53,0,3,False,53,2019-10-19,2019
5853,One Man Band,Old Dominion,54,62,7,False,54,2019-10-19,2019
5854,Cash Shit,Megan Thee Stallion Featuring DaBaby,36,44,16,False,55,2019-10-19,2019
5855,Good Vibes,Chris Janson,56,66,6,False,56,2019-10-19,2019
5856,The London,"Young Thug, J. Cole & Travis Scott",12,50,20,False,57,2019-10-19,2019
5857,Liar,Camila Cabello,54,61,5,False,58,2019-10-19,2019
5858,Boyfriend,Ariana Grande & Social House,8,36,10,False,59,2019-10-19,2019
5859,Living,Dierks Bentley,51,59,11,False,60,2019-10-19,2019
5860,I'll Kill You,Summer Walker Featuring Jhene Aiko,61,0,1,True,61,2019-10-19,2019
5861,Enemies,Post Malone Featuring DaBaby,16,52,5,False,62,2019-10-19,2019
5862,Love You Too Late,Cole Swindell,63,65,10,False,63,2019-10-19,2019
5863,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,64,85,9,False,64,2019-10-19,2019
5864,Motivation,Normani,33,67,8,False,65,2019-10-19,2019
5865,Hot Girl Bummer,blackbear,66,76,4,False,66,2019-10-19,2019
5866,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,28,28,2,False,67,2019-10-19,2019
5867,Stretch You Out,Summer Walker Featuring A Boogie Wit da Hoodie,68,0,1,True,68,2019-10-19,2019
5868,Every Little Thing,Russell Dickerson,69,77,6,False,69,2019-10-19,2019
5869,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",43,70,12,False,70,2019-10-19,2019
5870,Baby Sitter,DaBaby Featuring Offset,71,79,9,False,71,2019-10-19,2019
5871,Lalala,Y2K & bbno$,55,72,15,False,72,2019-10-19,2019
5872,Body,Summer Walker,73,0,1,True,73,2019-10-19,2019
5873,Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",56,56,2,False,74,2019-10-19,2019
5874,Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",13,71,4,False,75,2019-10-19,2019
5875,Saint-Tropez,Post Malone,18,68,5,False,76,2019-10-19,2019
5876,Tip Of My Tongue,Kenny Chesney,76,83,13,False,77,2019-10-19,2019
5877,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",34,78,18,False,78,2019-10-19,2019
5878,Drunk Dialing...LODT,Summer Walker,79,0,1,True,79,2019-10-19,2019
5879,Over It,Summer Walker,80,0,1,True,80,2019-10-19,2019
5880,Hollywood's Bleeding,Post Malone,15,74,5,False,81,2019-10-19,2019
5881,Remember You Young,Thomas Rhett,82,91,4,False,82,2019-10-19,2019
5882,Nice To Meet Ya,Niall Horan,83,0,1,True,83,2019-10-19,2019
5883,F.N,Lil Tjay,68,90,9,False,84,2019-10-19,2019
5884,Higher Love,Kygo X Whitney Houston,63,95,5,False,85,2019-10-19,2019
5885,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,19,94,13,False,86,2019-10-19,2019
5886,Callaita,Bad Bunny & Tainy,52,82,18,False,87,2019-10-19,2019
5887,Southbound,Carrie Underwood,64,64,13,False,88,2019-10-19,2019
5888,Bad Bad Bad,Young Thug Featuring Lil Baby,32,93,8,False,89,2019-10-19,2019
5889,RAW SHIT,DaBaby Featuring Migos,51,51,2,False,90,2019-10-19,2019
5890,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",91,0,1,True,91,2019-10-19,2019
5891,Potential,Summer Walker,92,0,1,True,92,2019-10-19,2019
5892,Right Back,Khalid Featuring A Boogie Wit da Hoodie,73,88,11,False,93,2019-10-19,2019
5893,Die For Me,Post Malone Featuring Future & Halsey,20,80,5,False,94,2019-10-19,2019
5894,Heartache Medication,Jon Pardi,84,84,2,False,95,2019-10-19,2019
5895,Dance Monkey,Tones And I,96,0,1,True,96,2019-10-19,2019
5896,POP STAR,DaBaby Featuring Kevin Gates,49,49,2,False,97,2019-10-19,2019
5897,Self Control,YoungBoy Never Broke Again,68,96,5,False,98,2019-10-19,2019
5898,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",71,97,14,False,99,2019-10-19,2019
5899,Slow Dancing In The Dark,Joji,96,0,2,False,100,2019-10-19,2019
5900,Truth Hurts,Lizzo,1,1,22,False,1,2019-10-12,2019
5901,Senorita,Shawn Mendes & Camila Cabello,1,2,15,False,2,2019-10-12,2019
5902,Someone You Loved,Lewis Capaldi,3,3,21,False,3,2019-10-12,2019
5903,Ran$om,Lil Tecca,4,4,18,False,4,2019-10-12,2019
5904,No Guidance,Chris Brown Featuring Drake,5,5,17,False,5,2019-10-12,2019
5905,Bad Guy,Billie Eilish,1,7,27,False,6,2019-10-12,2019
5906,Circles,Post Malone,4,8,5,False,7,2019-10-12,2019
5907,Panini,Lil Nas X,5,6,15,False,8,2019-10-12,2019
5908,Goodbyes,Post Malone Featuring Young Thug,3,9,13,False,9,2019-10-12,2019
5909,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,10,31,False,10,2019-10-12,2019
5910,I Don't Care,Ed Sheeran & Justin Bieber,2,11,21,False,11,2019-10-12,2019
5911,Talk,Khalid,3,12,34,False,12,2019-10-12,2019
5912,INTRO,DaBaby,13,17,2,False,13,2019-10-12,2019
5913,Beautiful People,Ed Sheeran Featuring Khalid,14,15,14,False,14,2019-10-12,2019
5914,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1,13,50,False,15,2019-10-12,2019
5915,Sucker,Jonas Brothers,1,14,31,False,16,2019-10-12,2019
5916,Money In The Grave,Drake Featuring Rick Ross,7,16,16,False,17,2019-10-12,2019
5917,Trampoline,SHAED,18,32,18,False,18,2019-10-12,2019
5918,BOP,DaBaby,19,0,1,True,19,2019-10-12,2019
5919,Suge,DaBaby,7,18,27,False,20,2019-10-12,2019
5920,VIBEZ,DaBaby,21,0,1,True,21,2019-10-12,2019
5921,Only Human,Jonas Brothers,22,28,16,False,22,2019-10-12,2019
5922,On Chill,Wale Featuring Jeremih,23,29,8,False,23,2019-10-12,2019
5923,How Do You Sleep?,Sam Smith,24,26,11,False,24,2019-10-12,2019
5924,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,20,8,False,25,2019-10-12,2019
5925,Baby,Lil Baby & DaBaby,21,21,11,False,26,2019-10-12,2019
5926,You Need To Calm Down,Taylor Swift,2,23,16,False,27,2019-10-12,2019
5927,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,28,0,1,True,28,2019-10-12,2019
5928,Memories,Maroon 5,22,22,2,False,29,2019-10-12,2019
5929,Good As Hell,Lizzo,30,43,6,False,30,2019-10-12,2019
5930,Dancing With A Stranger,Sam Smith & Normani,7,27,38,False,31,2019-10-12,2019
5931,My Type,Saweetie,21,24,14,False,32,2019-10-12,2019
5932,Without Me,Halsey,1,34,52,False,33,2019-10-12,2019
5933,223's,YNW Melly & 9lokknine,34,38,4,False,34,2019-10-12,2019
5934,Wow.,Post Malone,2,33,41,False,35,2019-10-12,2019
5935,Boyfriend,Ariana Grande & Social House,8,19,9,False,36,2019-10-12,2019
5936,Hot,Young Thug Featuring Gunna,26,35,7,False,37,2019-10-12,2019
5937,One Thing Right,Marshmello & Kane Brown,38,47,15,False,38,2019-10-12,2019
5938,The Git Up,Blanco Brown,14,30,17,False,39,2019-10-12,2019
5939,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,8,25,4,False,40,2019-10-12,2019
5940,If I Can't Have You,Shawn Mendes,2,31,22,False,41,2019-10-12,2019
5941,Camelot,NLE Choppa,37,37,3,False,42,2019-10-12,2019
5942,iPHONE,DaBaby & Nicki Minaj,43,0,1,True,43,2019-10-12,2019
5943,Cash Shit,Megan Thee Stallion Featuring DaBaby,36,41,15,False,44,2019-10-12,2019
5944,Lover,Taylor Swift,10,44,7,False,45,2019-10-12,2019
5945,Prayed For You,Matt Stell,46,54,9,False,46,2019-10-12,2019
5946,OFF THE RIP,DaBaby,47,0,1,True,47,2019-10-12,2019
5947,I Don't Know About You,Chris Lane,39,39,13,False,48,2019-10-12,2019
5948,POP STAR,DaBaby Featuring Kevin Gates,49,0,1,True,49,2019-10-12,2019
5949,The London,"Young Thug, J. Cole & Travis Scott",12,40,19,False,50,2019-10-12,2019
5950,RAW SHIT,DaBaby Featuring Migos,51,0,1,True,51,2019-10-12,2019
5951,Enemies,Post Malone Featuring DaBaby,16,36,4,False,52,2019-10-12,2019
5952,Ballin',Mustard & Roddy Ricch,53,56,11,False,53,2019-10-12,2019
5953,Time,NF,49,49,11,False,54,2019-10-12,2019
5954,GOSPEL,"DaBaby Featuring Chance The Rapper, Gucci Mane & YK Osiris",55,0,1,True,55,2019-10-12,2019
5955,Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",56,0,1,True,56,2019-10-12,2019
5956,Heat,Chris Brown Featuring Gunna,57,57,5,False,57,2019-10-12,2019
5957,Even Though I'm Leaving,Luke Combs,58,58,5,False,58,2019-10-12,2019
5958,Living,Dierks Bentley,51,51,10,False,59,2019-10-12,2019
5959,Graveyard,Halsey,45,60,3,False,60,2019-10-12,2019
5960,Liar,Camila Cabello,54,55,4,False,61,2019-10-12,2019
5961,One Man Band,Old Dominion,62,64,6,False,62,2019-10-12,2019
5962,REALLY,DaBaby Featuring Stunna 4 Vegas,63,0,1,True,63,2019-10-12,2019
5963,Southbound,Carrie Underwood,64,66,12,False,64,2019-10-12,2019
5964,Love You Too Late,Cole Swindell,65,65,9,False,65,2019-10-12,2019
5965,Good Vibes,Chris Janson,66,68,5,False,66,2019-10-12,2019
5966,Motivation,Normani,33,61,7,False,67,2019-10-12,2019
5967,Saint-Tropez,Post Malone,18,48,4,False,68,2019-10-12,2019
5968,XXL,DaBaby,69,0,1,True,69,2019-10-12,2019
5969,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",43,62,11,False,70,2019-10-12,2019
5970,Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",13,52,3,False,71,2019-10-12,2019
5971,Lalala,Y2K & bbno$,55,69,14,False,72,2019-10-12,2019
5972,PROLLY HEARD,DaBaby,73,0,1,True,73,2019-10-12,2019
5973,Hollywood's Bleeding,Post Malone,15,53,4,False,74,2019-10-12,2019
5974,Playing Games,Summer Walker,74,74,5,False,75,2019-10-12,2019
5975,Hot Girl Bummer,blackbear,76,79,3,False,76,2019-10-12,2019
5976,Every Little Thing,Russell Dickerson,75,75,5,False,77,2019-10-12,2019
5977,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",34,67,17,False,78,2019-10-12,2019
5978,Baby Sitter,DaBaby Featuring Offset,71,71,8,False,79,2019-10-12,2019
5979,Die For Me,Post Malone Featuring Future & Halsey,20,59,4,False,80,2019-10-12,2019
5980,Chicken Noodle Soup,j-hope Featuring Becky G.,81,0,1,True,81,2019-10-12,2019
