,sentiment_polarity_v2
0,0.140162037037037
1,0.0895740259740259
2,0.4007142857142857
3,0.0849402771141901
4,-0.032766439909297
5,0.1138240740740741
6,0.0228571428571428
7,0.4285714285714286
8,0.1545454545454545
9,0.4222222222222222
10,0.2385416666666666
11,-0.1493881118881118
12,0.4293859649122808
13,0.1191829004329004
14,0.0549237677527151
15,0.2126068376068376
16,0.0594696969696969
17,0.4197473275024296
18,-0.0026455026455026
19,0.0262433862433862
20,0.1107744107744107
21,-0.0702380952380952
22,0.0991830065359477
23,-0.1066666666666666
24,0.1592857142857142
25,0.3428571428571428
26,-0.0519230769230769
27,0.2677579365079364
28,0.0
29,0.0114880952380952
31,0.2492592592592592
32,-0.2415570175438596
33,0.175
34,0.2110119047619047
35,-0.050179211469534
36,0.2161970335798461
37,-0.0457142857142856
38,0.0046345811051693
39,0.0185714285714285
40,-0.1610830527497194
41,0.3745036572622779
42,0.161574074074074
43,0.1988095238095238
44,-0.0594246031746031
45,-0.1391304347826087
46,0.0572318007662835
47,0.0338804713804713
48,0.247172619047619
49,0.4106666666666666
50,0.2878270095917155
51,-0.0191176470588235
52,0.0651041666666666
53,0.3302324907235621
54,0.212037037037037
55,-0.0789473684210526
56,0.0148950110347169
57,0.144747580850522
58,0.1546269841269841
59,-0.2600694444444444
60,0.5465595238095238
61,0.1813492063492063
62,0.0650595238095238
63,0.0892857142857142
64,-0.0458333333333333
65,0.2546835348559486
66,0.0182058682058682
67,-0.1528218694885361
68,-0.14863483436853
69,0.0339299242424242
70,0.2741666666666667
71,-0.038235294117647
72,0.0553170594837261
73,-0.0864267676767676
74,0.1969504830917874
75,-0.093560606060606
76,0.2672949735449735
77,-0.1400063131313131
78,0.062099693678641
79,-0.0141140109890109
80,-0.0774509803921568
81,0.15625
82,0.0261253720238095
83,-0.5
84,-0.1664285714285714
85,-0.0251763668430335
86,0.2336904761904762
87,0.0785455486542443
88,0.4721981721981719
89,-0.0632411067193675
90,0.42
92,0.0330026455026455
93,-0.1494439468577399
94,0.127192846835704
95,-0.0395580808080808
96,0.0789855072463768
97,-0.0244791666666666
98,0.2585714285714285
99,0.4575132275132275
101,0.1766025641025641
102,0.3271121074692503
103,0.2562820512820513
104,-0.024223823051948
105,0.2831632653061224
106,0.2178940021331325
107,0.1383986928104575
108,0.1312169312169312
109,-0.0791111111111111
110,0.0252513615416841
111,0.160632183908046
112,0.0745071010860484
113,0.1571581196581196
114,-0.1395061728395061
115,-0.18507326007326
116,0.0866402116402116
117,-0.0623582766439909
118,0.3508627946127945
119,0.1623883928571428
120,0.0681302824159967
122,-0.0754889492177627
123,0.0136652140962485
124,-0.0666666666666666
125,-0.0043300653594771
126,-0.0516666666666666
127,0.1802197802197802
128,0.034090909090909
129,-0.0684523809523809
130,-0.0166666666666666
131,0.103083466241361
132,-0.0420028659611993
133,0.0044642857142856
134,0.1893181818181817
135,0.2208804563492063
136,-0.0221938775510204
137,0.134074074074074
138,-0.1667870370370371
139,-0.1823573573573574
140,0.0856481481481481
141,0.0917943017127799
142,0.0547647527910685
143,0.0429714458247066
144,0.0563843713843713
145,0.1179504403642335
146,0.0457275132275132
148,0.0060842552509219
149,0.1414021164021164
150,0.0863888888888888
151,-0.1556664959890766
152,-0.0510091657313879
153,0.1186431623931623
154,-0.0632973251028806
155,0.2204906204906205
157,-0.01002886002886
158,-0.0983193041526374
159,-0.0338804713804713
160,0.0126653439153439
161,0.0897333333333333
162,0.1579537612146307
163,-0.0227272727272727
165,0.2258241758241758
166,0.0
167,0.063763440860215
168,0.4138405797101449
169,-0.0325
170,0.1285024154589372
171,0.1102272727272727
172,0.1962606837606837
173,0.18125
174,-0.108974358974359
175,-0.4713333333333331
176,0.2537878787878788
177,0.1607142857142857
178,0.2693277310924369
179,0.3510878010878011
180,-0.0846230158730158
181,0.0659722222222222
182,0.0003703703703703
183,-0.1277104377104377
184,0.0885416666666666
185,-0.1259259259259259
186,0.0533333333333333
187,0.4132478632478633
188,0.076590909090909
189,0.3022727272727272
190,0.0555555555555555
191,0.0321067821067821
192,0.0546296296296296
193,-0.0625
194,0.0206780644280644
195,-0.043032581453634
196,0.1225806451612903
197,-0.0322977310046275
198,-0.0080160662749948
199,0.0315656565656565
200,-0.0932250330687831
201,0.3645238095238095
202,-0.0436904761904761
203,0.1097222222222222
204,0.3285714285714285
205,0.122063492063492
206,0.1203598484848484
207,-0.1203124999999999
208,0.0804100529100529
209,0.3471560846560846
210,0.1659722222222222
211,-0.0672794117647058
212,0.225
213,-0.0452020202020202
214,-0.0251701539201539
215,-0.0784992784992784
216,0.0979353054353054
217,0.0104938271604938
218,0.0420058883768561
219,-0.1505292884199134
220,-0.0330441604251128
221,-0.0426254826254826
222,-0.2161227661227661
223,0.1557142857142857
224,-0.1161290322580644
225,-0.0150238095238095
226,0.0681692294973544
227,0.1696995192307692
229,0.068231922398589
230,0.0394675925925925
231,-0.0537144015404885
232,0.0410714285714285
233,0.0258934169278996
234,0.1327340483590483
235,-0.0206617647058823
236,-0.1132402062957618
237,0.0306410256410256
238,0.1083850931677018
239,-0.3769521249359958
240,-0.0089506172839506
241,0.1777777777777777
242,-0.0014880952380952
243,0.015564738292011
244,0.1884615384615384
245,0.2124060150375939
246,0.1888806216931217
247,-0.1430555555555555
248,-0.1103801169590643
249,-0.019205948372615
250,0.1821428571428571
251,0.1909090909090909
252,0.0501743626743626
253,0.0594921875
254,-0.0214115646258503
255,0.1547163755784445
256,0.3220703933747412
257,-0.0005555555555555
258,0.0232905982905982
259,0.0582539682539682
260,0.1465037277537278
262,-0.0418154761904762
263,-0.1015829021926582
264,0.4736134453781512
265,-0.004380211291976
266,-0.0989047619047619
267,0.4756410256410256
268,-0.0602330447330447
269,0.1859708193041526
270,0.3172619047619047
271,0.3429166666666667
272,0.2425049514755397
273,0.1500574352548036
274,0.0261735449735449
275,0.2255714285714285
276,-0.0117878787878788
277,0.2214285714285714
278,0.0500386518243661
280,-0.0020061728395061
281,0.2570591445591447
282,-0.0614153439153439
283,-0.0645906432748538
284,0.3450854700854701
285,0.0138061285120108
287,-0.2355555555555555
288,-0.0427624167946748
289,0.1635991954173772
290,0.0111111111111111
291,-0.0374999999999999
292,-0.1458121537960248
293,-0.2341836734693877
294,0.0344856532356532
295,0.0356150793650793
296,-0.0585714285714285
297,-0.0276227678571428
299,0.2784722222222222
301,0.200804424333836
302,0.1573099415204678
303,0.0849702380952381
304,-0.0636370573870573
305,0.0916507936507936
306,0.133301467051467
307,0.1707351290684624
308,0.1946428571428571
309,-0.0564685314685314
310,0.1662271062271062
311,0.2734848484848485
312,-0.0984126984126984
313,0.1263120361781075
314,-0.2164651537698412
315,0.1476911976911977
316,0.1026785714285714
317,-0.0116296746731529
318,-0.0754489337822671
319,0.0654999999999999
320,0.0143749999999999
321,0.1974047619047619
322,-0.0844849537037037
323,0.186038961038961
324,0.0095001102292768
326,-0.0623481842231842
327,0.0304052429052428
328,0.0032267115600448
329,-0.3630434782608696
330,0.0539898989898989
331,-0.0029887250226233
332,-0.2005140692640692
333,-0.0346335807050092
334,-0.2046875
335,-0.2786819083694084
336,0.0375
337,0.3814285714285715
338,0.0573412698412698
339,0.0758703102453102
340,-0.0004193050704678
342,0.3595238095238095
343,0.0872967772967773
345,0.0385531135531135
346,-0.0633101851851851
347,-0.0144230769230769
349,-0.052995642701525
350,0.1373074229691877
351,0.0494444444444444
352,-0.1817970455470455
353,0.19
354,0.301925505050505
355,0.0554738562091503
