,keywords
1253,"{'bitch': 17, 'nigga': 13, 'turn': 13, 'ayy': 10, 'look': 8, 'bad': 8, 'feeling': 8, ""goin'"": 7, 'lil': 7, 'boy': 7, 'shit': 5, 'baow': 5, 'noise': 5, 'come': 5, 'wanna': 4, 'wrong': 4, 'bout': 4, 'song': 4, 'hate': 4, 'hold': 4, 'switch': 4, 'clown': 4, 'poke': 4, 'kill': 4, 'know': 4, 'real': 3, 'cut': 3, 'crazy': 3, 'let': 3, 'baby': 2, 'big': 2, 'flirt': 2, 'broke': 2, 'mean': 2, 'ass': 2, 'need': 2, 'warnin': 2, 'like': 2, 'workin': 2, 'niggas': 2, 'love': 2, 'party': 2, 'hot': 1, 'girl': 1, 'shh': 1, 'february': 1, 'space': 1, 'hurt': 1, 'jawbreaker': 1, 'fuckin': 1, 'th': 1, 'sucker': 1, 'thn': 1, 'fuck': 1, 'ignore': 1, 'adore': 1, 'attach': 1, 'actin': 1, 'titty': 1, 'bullet': 1, 'wound': 1, 'backstab': 1, 'mama': 1, 'die': 1, 'sad': 1, 'war': 1, 'head': 1, 'baghdad': 1, 'new': 1, 'tryna': 1, 'play': 1, 'clean': 1, 'clothe': 1, 'fit': 1, 'heart': 1, 'seamstress': 1, 'sweat': 1, 'check': 1, 'dick': 1, 'past': 1, 'e': 1, 'player': 1, 'gettin': 1, 'personal': 1, 'treat': 1, 'job': 1, 'usin': 1, 'instagram': 1, 'journal': 1, 'talkin': 1, 'circle': 1, 'talk': 1, 'keepin': 1, 'fact': 1, 'phone': 1, 'picture': 1, 'beggin': 1, 'forgiveness': 1, 'jealous': 1, 'type': 1, 'believe': 1, 'hype': 1, 'mad': 1, 'intrusive': 1, 'thinkin': 1, 'exclusive': 1, 'include': 1}"
1255,"{'know': 5, 'cover': 4, 'use': 4, 'good': 4, 'need': 3, 'girl': 3, 'leavin': 3, 'room': 3, 'til': 3, 'help': 3, 'house': 3, 'run': 2, 'leave': 2, 'boot': 2, 'bed': 2, 'medical': 2, 'magnolia': 2, 'bloom': 2, 'cold': 2, ""goin'"": 2, 'chop': 2, 'wood': 2, 'dress': 2, 'heart': 1, 'hand': 1, 'gun': 1, 'trust': 1, 'sure': 1, 'try': 1, 'shoot': 1, 'sun': 1, 'day': 1, 'rage': 1, 'fly': 1, 'page': 1, 'damage': 1, 'mean': 1, 'faith': 1, 'test': 1, 'tear': 1, 'richmond': 1, 'high': 1, 'sober': 1, 'swear': 1, 'stuff': 1, 'time': 1, 'old': 1, 'lover': 1, 'sing': 1, 'think': 1, 'home': 1, 'dream': 1, 'come': 1, 'hang': 1, 'dry': 1, 'percy': 1, 'priest': 1, 'break': 1, 'open': 1, 'river': 1, 'carry': 1, 'stone': 1, 'piece': 1, 'driftwood': 1}"
1256,"{'look': 6, 'christmas': 6, 'begin': 5, 'lot': 5, 'toy': 2, 'store': 2, 'pretty': 2, 'sight': 2, 'holly': 2, 'door': 2, 'start': 2, 'glisten': 1, 'candy': 1, 'cane': 1, 'silver': 1, 'lane': 1, 'aglow': 1, 'pair': 1, 'hop': 1, 'long': 1, 'boot': 1, 'pistol': 1, 'shoot': 1, 'wish': 1, 'barney': 1, 'ben': 1, 'doll': 1, 'talk': 1, 'walk': 1, 'hope': 1, 'janice': 1, 'jen': 1, 'mom': 1, 'dad': 1, 'wait': 1, 'school': 1, 'tree': 1, 'grand': 1, 'hotel': 1, 'park': 1, 'sturdy': 1, 'kind': 1, 'mind': 1, 'snow': 1, 'bell': 1, 'thing': 1, 'ring': 1, 'carol': 1, 'sing': 1, 'heart': 1}"
1260,"{'dicke': 28, 'dallas': 19, 'hell': 5, 'gettin': 5, 'rail': 3, 'raleigh': 3, 'tag': 3, 'team': 3, 'tennessee': 3, 'anale': 3, 'austin': 3, 'buttfucke': 3, 'boston': 3, 'givin': 3, 'neck': 3, 'new': 3, 'orleans': 3, 'puttin': 3, 'fuckin': 3, 'knee': 3, 'prayin': 3, 'come': 3, 'sweet': 3, 'ass': 3, 'know': 3, 'gimme': 2, 'bet': 1, 'think': 1, 'amarillo': 1, 'denver': 1, 'cross': 1, 'mind': 1, 'flyin': 1, 'bat': 1, 'memphis': 1, 'leave': 1, 'montgomery': 1, 'tonight': 1, 'gimm': 1, 'dickd': 1, 'dicked': 1, 'lone': 1, 'star': 1, 'state': 1, 'suckin': 1, ""ol'"": 1, 'wonder': 1, ""daddy'd"": 1, 'blame': 1}"
1263,"{'want': 26, 'mistletoe': 12, 'pride': 5, 'eye': 4, 'fill': 4, 'push': 4, 'standin': 4, 'love': 3, 'late': 3, 'close': 3, 'magic': 3, 'air': 3, 'santa': 3, 'hear': 3, 'prayer': 3, 'think': 2, 'workin': 2, 'time': 1, 'look': 1, 'room': 1, 'tend': 1, 'fall': 1, 'confess': 1, 'sense': 1, 'memory': 1, 'heart': 1, 'tear': 1, 'fallin': 1, 'open': 1, 'dyin': 1, 'hre': 1, 'mistltoe': 1, 'try': 1, 'gettin': 1, 'inside': 1, 'work': 1, 'face': 1, 'linger': 1, 'stay': 1, 'wrap': 1, 'arm': 1, 'wanna': 1, 'spend': 1, 'night': 1, 'let': 1, 'know': 1, 'escape': 1, 'need': 1, 'walkin': 1, 'read': 1, 'mind': 1, 'meet': 1, 'middle': 1, 'little': 1, 'bit': 1, 'indecision': 1, 'breath': 1}"
1267,"{'christmas': 8, 'rockin': 5, 'tree': 5, 'let': 4, 'way': 3, 'spirit': 2, 'ring': 2, 'pumpkin': 2, 'pie': 2, 'caroling': 2, 'sentimental': 2, 'feeling': 2, 'hear': 2, 'jolly': 2, 'deck': 2, 'hall': 2, 'bough': 2, 'holly': 2, 'happy': 2, 'holiday': 2, 'dance': 2, 'new': 2, 'old': 2, 'fashioned': 2, 'party': 1, 'hop': 1, 'mistletoe': 1, 'hang': 1, 'couple': 1, 'try': 1, 'stop': 1, 'voice': 1, 'singe': 1, 'voics': 1, 'singing': 1, 'th': 1}"
1271,"{'real': 7, 'come': 4, 'know': 4, 'pussy': 3, 'like': 3, 'spend': 3, 'money': 3, 'business': 3, 'chi': 2, 'lil': 2, 'rich': 2, 'car': 2, 'play': 2, 'figure': 2, 'shit': 2, 'drop': 2, 'cash': 2, 'dealership': 2, 'mail': 2, 'pink': 2, 'slip': 2, 'sure': 2, 'nail': 2, 'wig': 2, 'fix': 2, 'jail': 2, 'hold': 2, 'bitch': 2, 'round': 2, 'double': 2, 'drum': 2, 'kel': 2, 'tec': 2, 'marco': 2, 'prison': 2, 'flex': 2, 'check': 2, 'chain': 2, 'happenin': 1, 'fill': 1, 'bando': 1, 'bag': 1, 'bro': 1, 'job': 1, 'eat': 1, 'starve': 1, 'certify': 1, 'hitter': 1, 'sittin': 1, 'pay': 1, 'rob': 1, 'hop': 1, 'cullinan': 1, 'star': 1, 'people': 1, 'hate': 1, 'bulletproof': 1, 'member': 1, 'free': 1, 'band': 1, 'pack': 1, 'live': 1, 'crackin': 1, 'card': 1, 'joe': 1, 'fact': 1, 'charge': 1, 'talkin': 1, 'crazy': 1, 'creation': 1, 'world': 1, 'boy': 1, 'savin': 1, 'spendin': 1, 'human': 1, 'perfect': 1, 'sometim': 1, 'wrong': 1, 'tell': 1, 'brodie': 1, 'nem': 1, 'park': 1, 'wreck': 1, 'think': 1, 'steal': 1, 'mil': 1, 'chill': 1, 'misconstrue': 1, 'baby': 1, 'fuckin': 1, 'pornstar': 1, 'sex': 1, 'learjets': 1, 'perform': 1, 'fuck': 1, 'handlin': 1, 'let': 1, 'main': 1, 'role': 1, 'partner': 1, 'folk': 1, 'beef': 1, 'nigga': 1, 'boat': 1, 'catch': 1, 'game': 1, 'tennis': 1, 'bustin': 1, 'look': 1, 'rainbow': 1}"
1272,"{'tell': 20, 'santa': 16, 'year': 12, 'love': 8, 'care': 7, 'fall': 6, 'christmas': 4, 'boy': 3, 'hard': 2, 'true': 2, 'think': 2, 'new': 2, 'woo': 2, 'baby': 2, 'feel': 1, 'try': 1, 'play': 1, 'cool': 1, 'focus': 1, 'walk': 1, 'cross': 1, 'room': 1, 'let': 1, 'snow': 1, 'blast': 1, 'mood': 1, 'avoid': 1, 'mistletoe': 1, 'know': 1, 'road': 1, 'night': 1, 'day': 1, 'wake': 1, 'need': 1, 'hold': 1, 'fire': 1, 'cold': 1, 'fling': 1, 'wanna': 1, '25th': 1, 'fireplace': 1, 'want': 1, 'broken': 1, 'heart': 1, 'smart': 1}"
1273,"{'nigga': 10, 'buy': 8, 'firin': 7, 'care': 7, 'swear': 6, 'play': 6, 'fuck': 6, 'middle': 5, 'big': 5, 'helicopter': 4, 'hood': 4, 'flyer': 4, 'fame': 4, 'chasin': 4, 'die': 4, 'leave': 4, 'blood': 4, 'street': 4, 'red': 4, 'catch': 4, 'l': 4, 'wish': 4, 'headshot': 4, 'free': 4, 'longway': 4, 'fed': 4, 'bitch': 4, 'run': 4, 'lil': 4, 'shit': 4, 'round': 4, 'way': 3, 'come': 3, 'real': 3, 'deal': 3, 'game': 3, 'house': 2, 'spin': 2, 'block': 2, 'wheel': 2, 'time': 2, 'god': 2, 'fall': 2, 'find': 2, 'brother': 2, 'jump': 2, 'bro': 2, 'seal': 2, 'pop': 2, 'niggas': 2, 'good': 2, 'clip': 2, 'switch': 2, 'hit': 2, 'section': 1, 'cook': 1, 'motherfucker': 1, 'pray': 1, 'plug': 1, 'lot': 1, 'dream': 1, 'condo': 1, 'leavin': 1, 'lenox': 1, 'stay': 1, 'damn': 1, 'acknowledge': 1, 'song': 1, 'dick': 1, 'ho': 1, 'wear': 1, 'cam': 1, 'nah': 1, 'dollar': 1, 'year': 1, 'rap': 1, 'talk': 1, 'trap': 1, 'hope': 1, 'stallion': 1, 'megan': 1, 'residency': 1, 'vegas': 1, 'fly': 1, 'l.a.': 1, 'lebron': 1, 'lakers': 1, 'atlanta': 1, 'jayda': 1, 'bruh': 1, 'tell': 1, 'neighbor': 1, 'stack': 1, 'paper': 1, 'want': 1, 'know': 1, 'hater': 1, 'handle': 1, 'business': 1, 'grateful': 1, 'cartier': 1, 'watch': 1, 'set': 1, 'life': 1, 'clown': 1, 'water': 1, 'drown': 1, 'yo': 1, 'perfectin': 1, 'sound': 1, 'help': 1, 'let': 1, 'comin': 1, 'love': 1, 'friend': 1, 'gear': 1, 'motor': 1, 'prison': 1, 'polo': 1, 'loco': 1, 'clothe': 1, 'hobo': 1, 'layer': 1, 'drip': 1, 'ass': 1, 'phipps': 1, 'man': 1, 'kill': 1, 'dead': 1, 'jumpin': 1, 'leg': 1, 'heal': 1, 'vacuum': 1, 'today': 1, 'legend': 1, 'steal': 1, 'glock': 1, 'prop': 1, 'syrup': 1, 'pill': 1, 'young': 1, 'turnt': 1, 'need': 1, 'chill': 1, 'license': 1, 'trackhawk': 1, 'nitrogen': 1, 'pay': 1, 'attention': 1, 'recipe': 1, 'seat': 1, 'head': 1, 'thou': 1, 'sex': 1, 'debt': 1, ""somethin'"": 1, 'vet': 1, 'vette': 1, 'number': 1, 'label': 1, 'owe': 1, 'check': 1, 'baby': 1, 'motown': 1, 'porch': 1, 'kick': 1, 'door': 1, 'flip': 1, 'rappers': 1, 'fake': 1, 'hatin': 1, 'chase': 1, 'ounce': 1, 'ask': 1, 'guy': 1, 'clownin': 1, 'try': 1, 'smoke': 1, 'stuck': 1, 'sleep': 1, 'heat': 1, 'milk': 1, 'quit': 1, 'playin': 1, 'sparin': 1, 'mad': 1, 'grave': 1, 'digger': 1, 'mom': 1, 'new': 1, 'crib': 1, 'great': 1, 'feelin': 1, 'chance': 1, 'lose': 1, 'rack': 1, 'sign': 1, 'advance': 1, 'light': 1, 'savin': 1, 'guala': 1, 'follow': 1, 'reason': 1, 'beef': 1, 'woman': 1, 'promise': 1, 'swallow': 1}"
1274,"{'time': 19, 'christmas': 18, 'wonderful': 17, 'ding': 12, 'dong': 11, 'spirit': 3, 'tonight': 3, 'right': 2, 'party': 2, 'year': 2, 'choir': 2, 'child': 2, 'sing': 2, 'song': 2, 'mood': 1, 'feeling': 1, 'come': 1, 'word': 1, 'town': 1, 'lift': 1, 'glass': 1, 'look': 1, 'practice': 1, 'long': 1, 'moon': 1}"
1275,"{'leave': 5, 'cut': 3, 'piece': 3, 'bleed': 3, 'hurt': 3, 'think': 3, 'life': 3, 'wife': 2, 'ho': 2, 'find': 2, 'word': 2, 'sorry': 2, 'scared': 2, 'hard': 2, 'believe': 1, 'reason': 1, 'lose': 1, 'shit': 1, 'know': 1, 'mean': 1, 'run': 1, 'repeat': 1, 'past': 1, 'let': 1, 'wish': 1, 'right': 1}"
1276,"{'shit': 20, 'real': 19, 'good': 16, 'tell': 13, 'lie': 12, 'ayy': 11, 'life': 10, 'great': 8, 'eatin': 4, 'plate': 4, 'live': 3, 'hit': 3, 'lady': 3, 'vacay': 3, 'know': 3, 'hate': 3, 'face': 3, 'need': 3, 'tryna': 3, 'lifes': 2, 'cay': 2, 'big': 2, 'estate': 2, 'nigga': 2, 'ball': 2, 'playin': 2, 'way': 2, 'bouncin': 2, 'livin': 1, 'crib': 1, 'new': 1, 'money': 1, ""goin'"": 1, 'stomach': 1, 'eat': 1, 'stingy': 1, 'pass': 1, 'goddamn': 1, 'gain': 1, 'weight': 1, 'workin': 1, 'demon': 1, 'shape': 1, 'demons': 1, 'cut': 1, 'razor': 1, 'blade': 1, 'turn': 1, 'light': 1, 'switch': 1, 'black': 1, 'hoe': 1, 'snortin': 1, 'white': 1, 'bitch': 1, 'main': 1, 'ho': 1, 'find': 1, 'mistress': 1, 'flip': 1, 'script': 1, 'kickflip': 1, 'bawl': 1, 'eye': 1, 'bound': 1, 'stop': 1, 'countin': 1, 'club': 1, 'ballin': 1, 'think': 1, 'bouncer': 1, 'look': 1, 'trampoline': 1, 'label': 1, 'want': 1, 'music': 1, 'studio': 1, 'bounce': 1, 'm': 1, 'desk': 1}"
1277,"{'santa': 37, 'come': 27, 'ho': 24, 'christmas': 17, 'know': 4, 'night': 4, 'letter': 2, 'baby': 2, 'feel': 2, 'year': 2, 'help': 1, 'busy': 1, 'elf': 1, 'thing': 1, 'asleep': 1, 'eve': 1, 'amazing': 1, 'bet': 1, 'bring': 1, 'time': 1, 'light': 1, 'void': 1, 'shop': 1, 'week': 1, 'new': 1, 'girl': 1, 'bleak': 1, 'swear': 1, 'min': 1, 'com': 1, 'hear': 1, 'snow': 1, 'hope': 1, 'rudolph': 1, 'reindeer': 1, 'scoop': 1, 'swoop': 1, 'chimney': 1, 'good': 1, 'red': 1, 'suit': 1, 'appear': 1, 'cheer': 1, 'ole': 1, 'kris': 1, 'kringle': 1, 'save': 1, 'unrealistic': 1, 'believe': 1, 'ya': 1, 'saint': 1, 'nick': 1, 'grant': 1, 'wish': 1, 'quick': 1, 'claus': 1, 'wait': 1, 'december': 1, 'count': 1, 'day': 1, 'hop': 1, 'sleigh': 1, 'promise': 1, 'forget': 1, 'milk': 1, 'cookie': 1, 'tree': 1, 'sparkly': 1, 'gold': 1, 'cold': 1, 'leave': 1, 'north': 1, 'pole': 1}"
1278,"{'da': 14, 'christmas': 10, 'dum': 10, 'come': 5, 'wanna': 4, 'baby': 4, 'snow': 4, 'know': 4, 'round': 3, 'town': 3, 'watch': 3, 'honor': 3, 'tradition': 3, 'check': 3, 'box': 3, 'list': 3, 'home': 2, 'december': 1, 'gettin': 1, 'cold': 1, 'bag': 1, 'tree': 1, 'light': 1, 'hang': 1, 'mistletoe': 1, 'fire': 1, 'spend': 1, 'night': 1, 'drinkin': 1, 'high': 1, 'school': 1, 'friend': 1, 'neighborhood': 1, 'little': 1, 'caroling': 1, 'watchin': 1, 'santa': 1, 'fly': 1, 'cross': 1, 'moon': 1, 'need': 1, 'gift': 1, 'year': 1, 'open': 1, 'eye': 1, 'la': 1, 'babe': 1}"
1279,"{'hallelujah': 20, 'let': 13, 'night': 4, 'hear': 4, 'join': 4, 'world': 3, 'stand': 3, 'church': 3, 'bell': 3, 'ring': 3, 'silent': 3, 'angel': 3, 'sing': 3, 'magic': 3, 'warm': 3, 'moonlit': 3, 'air': 3, 'choir': 3, 'singe': 3, 'glory': 3, 'cold': 2, 'evening': 2, 'december': 2, 'hold': 2, 'know': 2, 'winter': 1, 'chill': 1, 'candle': 1, 'light': 1, 'windowsill': 1, 'draw': 1, 'whisper': 1, 'sweet': 1, 'sound': 1, 'heat': 1, 'glow': 1, 'ember': 1, 'everywher': 1, 'thre': 1, 'peace': 1, 'earth': 1, 'lonely': 1, 'worth': 1, 'child': 1, 'bright': 1, 'day': 1, 'hope': 1, 'pray': 1, 'spirit': 1, 'love': 1, 'linger': 1, 'glad': 1, 'christmas': 1, 'moment': 1, 'year': 1}"
1280,"{'night': 6, 'holy': 5, 'silent': 3, 'heavenly': 3, 'sleep': 2, 'peace': 2, 'christ': 2, 'savior': 2, 'bear': 2, 'jesus': 2, 'lord': 2, 'birth': 2, 'calm': 1, 'bright': 1, 'round': 1, 'yon': 1, 'virgin': 1, 'mother': 1, 'child': 1, 'infant': 1, 'tender': 1, 'mild': 1, 'shepherds': 1, 'quake': 1, 'sight': 1, 'glories': 1, 'stream': 1, 'heaven': 1, 'host': 1, 'sing': 1, 'alleluia': 1, 'son': 1, 'god': 1, 'love': 1, 'pure': 1, 'light': 1, 'radiant': 1, 'beam': 1, 'face': 1, 'dawn': 1, 'redeem': 1, 'grace': 1}"
1281,"{'man': 13, 'know': 9, 'beg': 8, 'hand': 8, 'wreck': 8, 'plan': 8, 'stray': 4, 'follow': 4, 'life': 3, 'willow': 3, 'bend': 3, 'wind': 3, 'train': 3, 'hollow': 3, 'open': 2, 'shut': 2, 'case': 2, 'look': 2, 'face': 2, 'time': 2, 'bait': 2, 'switch': 2, 'work': 2, 'art': 2, 'water': 1, 'ship': 1, 'roll': 1, 'night': 1, 'rough': 1, 'surface': 1, 'cut': 1, 'knife': 1, 'lose': 1, 'current': 1, 'priceless': 1, 'wine': 1, 'head': 1, 'pillow': 1, 'feel': 1, 'mythical': 1, 'thing': 1, 'trophy': 1, 'champion': 1, 'ring': 1, 'prize': 1, 'cheat': 1, 'win': 1, 'count': 1, 'come': 1, 'strong': 1, '90': 1, 'trend': 1, 'wait': 1, 'signal': 1, 'meet': 1, 'dark': 1, 'place': 1, 'scar': 1, 'guess': 1}"
1282,"{'champagne': 7, 'problem': 7, 'reason': 3, 'crowd': 2, 'drop': 2, 'hand': 2, 'dance': 2, 'leave': 2, 'crestfallen': 2, 'pocket': 2, 'picture': 2, 'wallet': 2, 'friend': 2, 'remember': 2, 'book': 1, 'night': 1, 'train': 1, 'sit': 1, 'hurt': 1, 'bustling': 1, 'silent': 1, 'sleeper': 1, 'sure': 1, 'bad': 1, 'yououttherestande': 1, 'thelande': 1, ""mom'sre"": 1, 'heart': 1, 'glass': 1, 'tell': 1, 'family': 1, 'sister': 1, 'splash': 1, 'bottle': 1, 'celebrate': 1, 'dom': 1, 'pérignon': 1, 'bring': 1, 'applaud': 1, 'hometown': 1, 'skeptic': 1, 'speech': 1, 'speechless': 1, 'love': 1, 'slip': 1, 'reach': 1, 'midas': 1, 'touch': 1, 'chevy': 1, 'door': 1, 'november': 1, 'flannel': 1, 'cure': 1, 'dorm': 1, 'madhouse': 1, 'joke': 1, 'evergreen': 1, 'group': 1, 'think': 1, 'word': 1, 'nerve': 1, 'deck': 1, 'hall': 1, 'walk': 1, 'money': 1, 'ready': 1, 'watch': 1, 'know': 1, 'answer': 1, 'til': 1, 'knee': 1, 'ask': 1, 'lovely': 1, 'bride': 1, 'shame': 1, 'fuck': 1, 'head': 1, 'find': 1, 'real': 1, 'thing': 1, 'patch': 1, 'tapestry': 1, 'shred': 1, 'hold': 1, 'stand': 1, 'landing': 1, 'mom': 1, 'ring': 1}"
1283,"{'think': 12, 'prove': 9, 'este': 5, 'body': 5, 'crime': 5, 'lettin': 5, 'day': 5, 'die': 3, 'good': 3, 'thing': 3, 'tuesday': 2, 'night': 2, 'sleep': 2, 'house': 2, 'mistress': 2, 'friend': 1, 'meet': 1, 'dinner': 1, 'glass': 1, 'wine': 1, 'losin': 1, 'husband': 1, 'actin': 1, 'different': 1, 'smell': 1, 'infidelity': 1, 'merlot': 1, 'mouth': 1, 'jewelry': 1, 'joint': 1, 'account': 1, 'olive': 1, 'gardn': 1, 'job': 1, 'h': 1, 'report': 1, 'miss': 1, 'wife': 1, 'notice': 1, 'pass': 1, 'truck': 1, 'brand': 1, 'new': 1, 'tire': 1, 'bed': 1, 'catch': 1, 'daddy': 1, 'boating': 1, 'license': 1, 'clean': 1, 'know': 1, 'cover': 1, 'scene': 1, 'sister': 1, 'swear': 1, 'dude': 1, 'big': 1, 'life': 1, 'insurance': 1, 'policy': 1}"
1284,"{'road': 5, 'look': 5, 'weekend': 4, 'tis': 4, 'damn': 4, 'season': 4, 'write': 4, 'lead': 4, 'hometown': 4, 'know': 3, 'ask': 3, 'babe': 3, 'parent': 3, 'house': 3, 'leave': 3, 'time': 3, 'smile': 3, 'ache': 2, 'okay': 2, 'fly': 2, 'messy': 2, 'mud': 2, 'truck': 2, 'tire': 2, 'miss': 2, 'hear': 2, 'ride': 2, 'want': 1, 'hang': 1, 'kind': 1, 'cold': 1, 'fog': 1, 'windshield': 1, 'glass': 1, 'feel': 1, 'pass': 1, 'parkd': 1, 'car': 1, 'methodist': 1, 'school': 1, 'holiday': 1, 'linger': 1, 'bad': 1, 'perfume': 1, 'run': 1, 'escape': 1, 'remember': 1, 'watch': 1, 'sleep': 1, 'day': 1, 'old': 1, 'sake': 1, 'wait': 1, 'stay': 1, 'l.a.': 1, 'friend': 1, 'book': 1, 'wonder': 1, 'soul': 1, 'tell': 1, 'heart': 1, 'breakin': 1, 'warm': 1, 'bed': 1}"
1285,"{'like': 12, 'gold': 6, 'rush': 6, 'feel': 4, 'want': 4, 'love': 4, 'gleam': 2, 'twinkle': 2, 'eye': 2, 'sink': 2, 'ship': 2, 'water': 2, 'invite': 2, 'jump': 2, 'anticipatin': 2, 'face': 2, 'red': 2, 'flush': 2, 'die': 2, 'touch': 2, 'wonder': 2, 'walk': 2, 'past': 2, 'quick': 2, 'brush': 2, 'slow': 2, 'motion': 2, 'double': 2, 'vision': 2, 'rose': 2, 'blush': 2, 'falling': 2, 'fly': 2, 'bone': 2, 'crush': 2, 'grow': 2, 'beautiful': 2, 'hair': 2, 'fall': 2, 'place': 2, 'domino': 2, 'dinner': 2, 'party': 2, 'contrarian': 2, 'shit': 2, 'coastal': 2, 'town': 2, 'pure': 2, 'fade': 2, 'gray': 2, 'day': 2, 'old': 2, 'tea': 2, 'padding': 1, 'wooden': 1, 'floor': 1, 'eagles': 1, 't': 1, 'shirt': 1, 'hang': 1, 'door': 1, 'wander': 1, 'round': 1, 'mind': 1, 'turn': 1, 'life': 1, 'folklore': 1, 'dare': 1, 'dream': 1, 'find': 1}"
1286,"{'war': 16, 'stop': 9, 'fight': 8, 'hear': 4, 'time': 4, 'ready': 4, 'story': 4, 'think': 3, 'want': 2, 'lotta': 2, 'shit': 2, 'tryna': 2, 'find': 2, 'right': 2, 'track': 2, 'wanna': 2, 'free': 2, 'talk': 2, 'speak': 2, 'hm': 2, 'act': 2, 'sorry': 2, 'night': 2, 'fall': 1, 'state': 1, 'return': 1, 'dot': 1, 'da': 1, 'genius': 1, 'baby': 1, 'daytrip': 1, 'nights': 1, 'mind': 1, 'speedin': 1, 'holdin': 1, 'askin': 1, 'god': 1, 'help': 1, 'hearin': 1, 'girl': 1, 'tellin': 1, 'know': 1, 'demon': 1, 'creepin': 1, 'livin': 1, 'minute': 1, 'travel': 1, 'feelin': 1, ""somethin'"": 1, 'ignore': 1, 'instinct': 1, 'start': 1, 'old': 1, 'damage': 1, 'song': 1, 'need': 1, 'los': 1, 'lord': 1, 'seein': 1, 'swerv': 1, 'love': 1, 'nerve': 1, 'standin': 1, 'cliff': 1, 'mulholland': 1, 'drive': 1, 'late': 1, 'session': 1, 'remedy': 1, 'safe': 1, 'warm': 1, 'universe': 1, 'weighin': 1, 'storm': 1, 'bleed': 1, 'sad': 1, 'dude': 1, 'life': 1, 'grow': 1, 'serenity': 1, 'lose': 1, 'learn': 1, 'crash': 1, 'burn': 1, 'tell': 1, 'mom': 1}"
1287,"{'watch': 6, 'tell': 6, 'tolerate': 5, 'sit': 4, 'head': 4, 'good': 3, 'wrong': 3, 'know': 3, 'love': 3, 'celebrate': 3, 'old': 2, 'wise': 2, 'wait': 2, 'door': 2, 'kid': 2, 'use': 2, 'color': 2, 'portrait': 2, 'lay': 2, 'table': 2, 'fancy': 2, 'shit': 2, 'read': 1, 'low': 1, 'wake': 1, 'breathe': 1, 'eye': 1, 'close': 1, 'notice': 1, 'greet': 1, 'battle': 1, 'hero': 1, 'welcome': 1, 'indiscretion': 1, 'fun': 1, 'listn': 1, 'polish': 1, 'plate': 1, 'gleam': 1, 'glistn': 1, 'build': 1, 'world': 1, 'man': 1, 'throw': 1, 'blanket': 1, 'barbed': 1, 'wire': 1, 'temple': 1, 'mural': 1, 'sky': 1, 'beg': 1, 'footnote': 1, 'story': 1, 'life': 1, 'draw': 1, 'heart': 1, 'byline': 1, 'space': 1, 'time': 1, 'assume': 1, 'fine': 1, 'break': 1, 'free': 1, 'leave': 1, 'ruin': 1, 'dagger': 1, 'remove': 1, 'gain': 1, 'weight': 1, 'lose': 1, 'believe': 1}"
1289,"{'mm': 54, 'know': 22, 'hmm': 7, 'screamin': 6, 'baby': 4, 'boom': 4, 'let': 3, 'shit': 3, 'life': 3, 'come': 3, 'gettin': 3, 'satisfaction': 2, 'gang': 2, 'fuck': 2, 'like': 2, 'live': 2, 'hell': 2, 'ayy': 2, 'need': 2, 'scott': 1, 'want': 1, 'step': 1, 'tear': 1, 'double': 1, 'cup': 1, 'boo': 1, 'fat': 1, 'blunt': 1, 'roll': 1, 'talk': 1, 'dude': 1, 'truth': 1, 'duck': 1, 'ho': 1, 'burnin': 1, 'burn': 1, 'clip': 1, 'nah': 1, 'listen': 1, 'set': 1, 'itty': 1, 'bitty': 1, 'kini': 1, 'vision': 1, 'fix': 1, 'hit': 1, 'long': 1, 'workin': 1, 'sweaty': 1, 'body': 1, 'love': 1, 'ride': 1, 'mission': 1, 'tonight': 1, 'man': 1, 'controllin': 1, 'myth': 1, 'bitch': 1, 'takin': 1, 'flick': 1, 'climb': 1, 'treacherous': 1, 'bottomless': 1, 'pit': 1, 'reborn': 1, 'heaven': 1, 'woman': 1, 'givin': 1, ""lovin'"": 1, 'easy': 1, 'sinnin': 1, 'suppose': 1, 'hoe': 1, 'way': 1, 'limit': 1, 'fall': 1, 'void': 1, 'livin': 1, 'ask': 1, 'option': 1, 'captain': 1, 'ship': 1, 'yo': 1, 'sanity': 1, 'play': 1, 'day': 1, 'night': 1, 'judge': 1, 'babe': 1, 'twisted': 1, 'brain': 1, 'stressin': 1, 'stress': 1, 'medicine': 1, 'learn': 1, 'lesson': 1, 'cuttin': 1, 'loose': 1, 'troop': 1, 'lie': 1, 'tell': 1, 'group': 1, 'groove': 1, 'trippy': 1, 'house': 1, 'crazy': 1}"
